book_id,title,authors,description,image,isbn,language
"28CoAwAAQBAJ""","""J. Hillis Miller and the Possibilities of Reading""","{"Eamonn Dunne"}","""J. Hillis Miller is undoubtedly one of the most important literary critics of the past century. For well over five decades his work has been at the forefront of theoretical and philosophical thinking and writing. From his earliest work with Georges Poulet and the so-called Geneva School, which introduced a generation of North American critics to the concept of a phenomenological literary hermeneutic, to a deconstructive rhetorical philology and an ethically motivated textual analysis, Miller's readings have not only reflected major movements in literary theory, they have also created them.Surprisingly, Eamonn Dunne's J. Hillis Miller and the Possibilities of Reading is the first book devoted exclusively to examining Miller's work. Dunne argues that an appreciation of Miller is crucial to an informed understanding about the radical changes occurring in critical thinking in the humanities in recent years. This book, the first of its kind, will be a vital and enabling avenue for further research into J. Hillis Miller's exemplary and prolific output.""","""http://books.google.com/books/content?id=28CoAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781441107145""","""en"
"2Ax50aXU_xwC""","""After O'Connor""","{"Hugh Ruppersburg"}","""Georgia has produced some of the major figures of modern literature, including Carson McCullers, Erskine Caldwell and, most notably, Flannery O'Connor. While such writers are firmly established in American literary history, all too few readers are aware of how the state's tradition of literary excellence persists in the present day. The thirty stories in After O'Connor were written during the past fifteen years by authors who were born in Georgia or spent a significant part of their lives and careers in this state. Embracing the social, cultural, and ethnic variety in today's Georgia, After O'Connor both advances and helps redefine the great southern storytelling tradition.""","""http://books.google.com/books/content?id=2Ax50aXU_xwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""0820325570""","""en"
"2C0bAAAAYAAJ""","""Quarterly Calendar""","{"University of Chicago"}","""No Description""","""http://books.google.com/books/content?id=2C0bAAAAYAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""HARVARD:HN8Y9M""","""en"
"2FfAAgAAQBAJ""","""IBM i 6.1 Technical Overview""","{"Jim Cook"","""""Ahmed Mansour""""","""""Giancarlo Omati""""","""""Ana Flavia Pavan""""","""""Mark Roy""""","""""IBM Redbooks""}""","""This IBM® Redbooks® publication introduces a technical overview of the main new features, functions and enhancements available in IBM i 6.1 (formerly called i5/OS® V6R1). It gives a summary and brief explanation of new capabilities and what has changed in the operating system, and also discusses many of the licensed programs and application development tools associated with IBM i. Many other new and enhanced functions are described, such as virtualization of storage, security, JavaTM performance, improved performance with IBM System StorageTM devices, backup and recovery, including base IBM i, Backup, Recovery and Media Services (BRMS). The book introduces the PowerHATM product, IBM Systems Director-based system management and an easier Web enablement. The information provided in this book will be useful for customers, Business Partners, and IBM service professionals involved with planning, supporting, upgrading, and implementing IBM i 6.1 solutions.""","""http://books.google.com/books/content?id=2FfAAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9780738433608""","""en"
"2FVdGxRhsoIC""","""International Classification of Diseases for Oncology""","{"April G. Fritz"}","""This edition of ICD-O, the standard tool for coding diagnoses of neoplasms in tumour and cancer registrars and in pathology laboratories, has been developed by a working party convened by the International Agency for Research on Cancer / WHO. ICD-O is a dual classification with coding systems for both topography and morphology. The book has five main sections. The first provides general instructions for using the coding systems and gives rules for their implementation in tumour registries and pathology laboratories. Section two includes the numerical list of topography codes, which remain unchanged from the previous edition. The numerical list of morphology codes is presented in the next section, which introduces several new terms and includes considerable revisions of the non-Hodgkin lymphoma and leukaemia sections, based on the WHO Classification of Hematopoietic and Lympoid Diseases. The five-digit morphology codes allow identification of a tumour or cell type by histology, behaviour, and grade. Revisions in the morphology section were made in consultation with a large number of experts and were finalised after field-testing in cancer registries around the world. The alphabetical index gives codes for both topography and morphology and includes selected tumour-like lesions and conditions. A guide to differences in morphology codes between the second and third editions is provided in the final section, which includes lists of all new code numbers, new terms and synonyms added to existing code definitions, terms that changed morphology code, terms for conditions now considered malignant, deleted terms, and terms that changed behaviour code.""","""http://books.google.com/books/content?id=2FVdGxRhsoIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9241545348""","""en"
"2IhqCQAAQBAJ""","""C*-Algebras and W*-Algebras""","{"Shoichiro Sakai"}","""From the reviews: ""This book is an excellent and comprehensive survey of the theory of von Neumann algebras. It includes all the fundamental results of the subject, and is a valuable reference for both the beginner and the expert."" (Math. Reviews) ""In theory, this book can be read by a well-trained third-year graduate student - but the reader had better have a great deal of mathematical sophistication. The specialist in this and allied areas will find the wealth of recent results and new approaches throughout the text especially rewarding."" (American Scientist) ""The title of this book at once suggests comparison with the two volumes of Dixmier and the fact that one can seriously make this comparison indicates that it is a far more substantial work that others on this subject which have recently appeared""(BLMSoc)""","""http://books.google.com/books/content?id=2IhqCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9783642619939""","""en"
"2Mv9pge_emcC""","""O'Neill v. Northern Assurance Co. of London, England, 145 MICH 516 (1906)""","""{}""","""80""","""http://books.google.com/books/content?id=2Mv9pge_emcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""WSULL:WSU9V064QK0G""","""en"
"2SCD0wa8ZZ0C""","""George W. Bush""","{"Bryan Hilliard"","""""Tom Lansford""""","""""Robert P. Watson""}""","""Essays on the first two years of the Bush presidency.""","""http://books.google.com/books/content?id=2SCD0wa8ZZ0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""0791461343""","""en"
"2sMwFTOrixwC""","""Human Rights from a Comparative and International Law Perspective""","{"Joan Church"","""""Christian Schulze""""","""""Hennie Strydom""}""","""In terms of the South African Constitution of 1996 there is a general need for an introduction to comparative law and one that covers what is technically known as applied comparative law; more particularly applied comparative law that involves a study of the bills of rights in other countries.""","""http://books.google.com/books/content?id=2sMwFTOrixwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781868883615""","""en"
"2WuNAgAAQBAJ""","""Studying PGCE Geography at M Level""","{"Clare Brooks"}","""Studying PGCE Geography at M Level is for all students undertaking their PGCE, those working to gain Masters credits, and experienced teachers who wish to broaden their understanding of geography education. Bridging the gap between theory and practice, it is designed to support and challenge teachers as they explore geography education research, consider how theory and research enhance practice, and develop critical reflection on practice. Divided into three key sections, it: investigates professional practice - what we understand about professionalism and quality in geography education, and how teachers can improve their practice introduces perspectives and debates on key themes and ideas in geography education, including subject expertise, sustainable development, learning outside the classroom, and assessment provides practical guidance on the skills involved in undertaking M level work – extended reading, engaging with theory, undertaking research, and writing your dissertation. Chapters include key readings and questions to encourage further research and reflection, and every chapter is illustrated with summaries of real students’ dissertations, demonstrating the kind of research undertaken at M Level. Written by experts in geography education, Studying PGCE Geography at M Level offers invaluable support and inspiration for all those engaged in teaching, research and writing in geography education.""","""http://books.google.com/books/content?id=2WuNAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781135253837""","""en"
"33WfAwAAQBAJ""","""Linking K-2 Literacy and the Common Core""","{"Connie Campbell Dierking"}","""The skills and strategies students practice to become proficient writers also nudge them closer to becoming proficient readers, so how can K-2 teachers connect reading and writing instruction in meaningful ways that allow students to go deeper in their thinking? This revised second edition provides tips, tools, and mini-lessons for integrating reading, writing, and speaking and listening. Each operational, print awareness, craft, and foundational writing mini-lesson identifies the connecting point to reading and speaking and listening with Target Skills¨ that can and should be revisited and reinforced during your reading block and any content area. By design, these books are not printable from a reading device. To request a PDF of the reproducible pages, please contact customer service at 1-888-262-6135.""","""http://books.google.com/books/content?id=33WfAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api""","""9781625216212""","""en"
